School_ID,Survey_ID,Site,Time,Latitude,Longitude,AS,CC,WH,WS,SA,Saz,TH,CSD,CSD_number,CON,School_size,School_bin,School_size_name,Contrast,Contrast_number,Bottom_type_tone,Bottom_type_tone_code
F001,210517_Nettle_M2P_01,Nettle,8:44:38,48.934752,-125.247279,6.1,1,2,3.4,29,93.2,1.2,H,3,H,5,1,Small,H,2,Light sand,LT_SAND
F002,210517_Nettle_M2P_01,Nettle,8:49:35,48.936086,-125.248487,6.1,1,2,3.4,29,93.2,1.2,H,3,H,500,2,Medium,L,1,Dark water column,DK_WAT
F006,210518_Nettle_M2P_01,Nettle,7:57:15,48.934816,-125.24737,6.6,0.8,1,0,21.3,84.1,2.1,H,3,H,100,1,Small,H,2,Light sand bottom,LT_SAND
F007,210518_Nettle_M2P_01,Nettle,7:57:19,48.934756,-125.247277,6.6,0.8,1,0,21.3,84.1,2.1,H,3,H,100,1,Small,H,2,Light sand bottom,LT_SAND
F008,210518_Nettle_M2P_01,Nettle,7:57:23,48.934687,-125.247171,6.6,0.8,1,0,21.3,84.1,2.1,H,3,H,70,1,Small,H,2,Light sand bottom,LT_SAND
F009,210518_Nettle_M2P_01,Nettle,8:01:05,48.934738,-125.24704,6.6,0.8,1,0,21.3,84.1,2.1,H,3,H,30,1,Small,H,2,Light sand bottom,LT_SAND
F010,210518_Nettle_M2P_01,Nettle,8:08:09,48.934848,-125.247213,6.6,0.8,1,0,21.3,84.1,2.1,H,3,H,100,1,Small,H,2,Light sand bottom,LT_SAND
F011,210518_Nettle_M2P_02,Nettle,8:05:56,48.935009,-125.247248,6.6,0.6,1,0,22.8,85.7,2.1,H,3,H,70,1,Small,H,2,Light water column,LT_WAT
F012,210518_Nettle_M2P_02,Nettle,8:06:00,48.934945,-125.247149,6.6,0.6,1,0,22.8,85.7,2.1,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F014,210518_Nettle_M2P_02,Nettle,8:09:40,48.935011,-125.247042,6.6,0.6,1,0,22.8,85.7,2.1,H,3,H,20,1,Small,H,2,Light sand bottom,LT_SAND
F015,210518_Nettle_M2P_02,Nettle,8:09:50,48.935198,-125.247334,6.6,0.6,1,0,22.8,85.7,2.1,H,3,H,200,1,Small,H,2,Dark deep eelgrass,DK_VEG
F016,210519_ClarkeCamp_M2P_01,Clarke,7:26:37,48.892787,-125.373507,6.1,0.05,0,0,17.3,79.3,2.4,H,3,H,5,1,Small,H,2,Medium water column,MD_WAT
F019,210519_ClarkeCamp_M2P_01,Clarke,7:34:54,48.893112,-125.373868,6.1,0.05,2,0,17.3,79.3,2.4,H,3,H,30,1,Small,H,2,Medium water column,MD_WAT
F020,210519_ClarkeCamp_M2P_01,Clarke,7:34:58,48.893063,-125.373992,6.1,0.05,2,0,17.3,79.3,2.4,H,3,H,50,1,Small,H,2,Medium water column,MD_WAT
F021,210519_ClarkeCamp_M2P_01,Clarke,7:37:41,48.893099,-125.374193,6.1,0.05,0,0,17.3,79.3,2.4,H,3,H,100,1,Small,H,2,Light water column,LT_WAT
F022,210519_ClarkeCamp_M2P_01,Clarke,7:37:43,48.893127,-125.374123,6.1,0.05,0,0,17.3,79.3,2.4,H,3,H,150,1,Small,H,2,Light water column,LT_WAT
F023,210519_ClarkeCamp_M2P_01,Clarke,7:39:27,48.893342,-125.373881,6.1,0.05,0,0,17.3,79.3,2.4,H,3,H,100,1,Small,H,2,medium water column,MD_WAT
F024,210519_ClarkeCamp_M2P_01,Clarke,7:39:32,48.893275,-125.374045,6.1,0.05,0,0,17.3,79.3,2.4,H,3,H,100,1,Small,H,2,Medium water column,MD_WAT
F025,210519_ClarkeCamp_M2P_02,Clarke,7:48:58,48.892856,-125.376291,6.1,0.15,0,0,20.1,82.4,2.4,H,3,H,50,1,Small,H,2,light sand bottom,LT_SAND
F026,210519_ClarkeCamp_M2P_02,Clarke,7:50:16,48.893251,-125.375583,6.1,0.15,0,0,20.1,82.4,2.4,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F027,210519_ClarkeCamp_M2P_02,Clarke,7:50:01,48.893314,-125.375426,6.1,0.15,0,0,20.1,82.4,2.4,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F028,210519_ClarkeCamp_M2P_02,Clarke,7:50:48,48.893668,-125.374542,6.1,0.15,0,0,20.1,82.4,2.4,H,3,H,40,1,Small,H,2,Light sand bottom,LT_SAND
F029,210519_ClarkeCamp_M2P_02,Clarke,7:51:37,48.89348,-125.37531,6.1,0.15,0,0,20.1,82.4,2.4,H,3,H,100,1,Small,H,2,Light sand bottom,LT_SAND
F030,210519_ClarkeCamp_M2P_02,Clarke,7:51:43,48.89341,-125.375483,6.1,0.15,0,0,20.1,82.4,2.4,H,3,H,100,1,Small,H,2,Light sand bottom,LT_SAND
F031,210519_ClarkeCamp_M2P_02,Clarke,7:52:07,48.893082,-125.376298,6.1,0.15,0,0,20.1,82.4,2.4,H,3,H,100,1,Small,H,2,Medium sand bottom,MD_SAND
F032,210519_ClarkeCamp_M2P_02,Clarke,7:52:53,48.893028,-125.376707,6.1,0.15,0,0,20.1,82.4,2.4,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F033,210519_ClarkeCamp_M2P_02,Clarke,7:53:01,48.893135,-125.376444,6.1,0.15,0,0,20.1,82.4,2.4,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F034,210519_ClarkeCamp_M2P_02,Clarke,7:53:05,48.893189,-125.37631,6.1,0.15,0,0,20.1,82.4,2.4,H,3,H,50,1,Small,H,2,Light sand,LT_SAND
F035,210519_FishFinding_M2P_01,Clarke,7:53:35,48.893162,-125.375608,6.1,0.15,0,0,21.5,84,2.4,H,3,H,100,1,Small,L,1,medium water colum,MD_WAT
F036,210519_FishFinding_M2P_01,Clarke,7:53:43,48.893072,-125.375523,6.1,0.15,0,0,21.5,84,2.4,H,3,H,50,1,Small,L,1,light water column,LT_WAT
F037,210519_FishFinding_M2P_01,Clarke,7:53:55,48.893035,-125.375453,6.1,0.15,0,0,21.5,84,2.4,H,3,H,300,2,Medium,L,1,Light water column,LT_WAT
F038,210519_FishFinding_M2P_01,Clarke,7:54:57,48.893122,-125.375512,6.1,0.15,0,0,21.5,84,2.4,M,2,L/M,100,1,Small,L,1,Light water column,LT_WAT
F039,210519_FishFinding_M2P_01,Clarke,7:54:57,48.893122,-125.375512,6.1,0.15,0,0,21.5,84,2.4,H,3,H,100,1,Small,H,2,Light water column,LT_WAT
F040,210519_FishFinding_M2P_01,Clarke,7:55:15,48.892979,-125.37553,6.1,0.15,0,0,21.5,84,2.4,H,3,H,50,1,Small,H,2,Light water column,LT_WAT
F041,210519_FishFinding_M2P_01,Clarke,7:56:35,48.892955,-125.375494,6.1,0.15,1,0,21.5,84,2.4,H,3,H,100,1,Small,L,1,Light water column,LT_WAT
F042,210519_FishFinding_M2P_01,Clarke,7:58:16,48.892816,-125.375317,6.1,0.15,1,0,21.5,84,2.4,H,3,H,50,1,Small,L,1,Light water column,LT_WAT
F043,210519_FishFinding_M2P_01,Clarke,7:59:45,48.89293,-125.375419,6.1,0.15,1,0,21.5,84,2.4,H,3,H,100,1,Small,L,1,Light water column,LT_WAT
F044,210519_FishFinding_M2P_01,Clarke,8:01:19,48.892915,-125.375366,6.1,0.15,1,0,21.5,84,2.4,H,3,H,50,1,Small,L,1,Light water column,LT_WAT
F045,210519_FishFinding_M2P_01,Clarke,8:01:36,48.892958,-125.375416,6.1,0.15,1,0,21.5,84,2.4,H,3,H,50,1,Small,L,1,Light water column,LT_WAT
F046,210519_FishFinding_M2P_01,Clarke,8:02:49,48.893016,-125.375324,6.1,0.15,0,0,21.5,84,2.4,H,3,H,50,1,Small,L,1,Medium water column,MD_WAT
F047,210519_FishFinding_M2P_01,Clarke,8:04:08,48.893103,-125.375182,6.1,0.15,1,0,21.5,84,2.4,H,3,H,200,1,Small,L,1,Medium water column,MD_WAT
F048,210519_FishFinding_M2P_01,Clarke,8:10:00,48.893134,-125.375377,6.1,0.15,0,0,21.5,84,2.4,H,3,H,50,1,Small,H,2,medium water column,MD_WAT
F049,210519_ClarkeCamp_M2P_03,Clarke,8:15:38,48.893388,-125.374959,6.1,0.15,1,2.5,25,87.8,2.4,H,3,H,100,1,Small,L,1,Light water column,LT_WAT
F050,210519_ClarkeCamp_M2P_03,Clarke,8:15:59,48.893119,-125.375632,6.1,0.15,1,2.5,25,87.8,2.4,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F051,210519_ClarkeCamp_M2P_03,Clarke,8:18:59,48.89349,-125.375285,6.1,0.15,1,2.5,25,87.8,2.4,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F052,210519_ClarkeCamp_M2P_03,Clarke,8:19:40,48.892955,-125.376616,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F053,210519_ClarkeCamp_M2P_03,Clarke,8:20:15,48.893026,-125.376714,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F054,210519_ClarkeCamp_M2P_03,Clarke,8:20:24,48.893148,-125.376406,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,40,1,Small,H,2,Light sand bottom,LT_SAND
F055,210519_ClarkeCamp_M2P_03,Clarke,8:20:29,48.89321,-125.376259,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,70,1,Small,H,2,Light sand bottom,LT_SAND
F056,210519_ClarkeCamp_M2P_03,Clarke,8:21:46,48.893757,-125.375208,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,100,1,Small,L,1,Light sand bottom,LT_SAND
F057,210519_ClarkeCamp_M2P_03,Clarke,8:22:16,48.89337,-125.376179,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,100,1,Small,H,2,dark seaweed bottom,DK_VEG
F058,210519_ClarkeCamp_M2P_03,Clarke,8:22:21,48.893308,-125.37634,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F059,210519_ClarkeCamp_M2P_03,Clarke,8:23:44,48.893804,-125.37537,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F060,210519_ClarkeCamp_M2P_03,Clarke,8:23:46,48.893834,-125.375295,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,200,1,Small,H,2,Light sand bottom,LT_SAND
F061,210519_ClarkeCamp_M2P_03,Clarke,8:23:46,48.893834,-125.375295,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,100,1,Small,L,1,Light sand bottom,LT_SAND
F062,210519_ClarkeCamp_M2P_03,Clarke,8:23:50,48.893881,-125.375177,6.1,0.15,0,2.5,25,87.8,2.4,H,3,H,300,2,Medium,H,2,Light sand bottom,LT_SAND
F064,210520_Nettle_M2P_01,Nettle,7:06:11,48.935107,-125.247819,6.9,0,0,0,13.6,17.8,2.7,H,3,H,50,1,Small,H,2,Dark eelgrass,DK_VEG
F065,210520_Nettle_M2P_01,Nettle,7:06:20,48.934957,-125.247591,6.9,0,0,0,13.6,17.8,2.7,H,3,H,100,1,Small,H,2,dark eelgrass,DK_VEG
F066,210520_Nettle_M2P_01,Nettle,7:06:33,48.934725,-125.247231,6.9,0,0,0,13.6,17.8,2.7,H,3,H,100,1,Small,H,2,Dark eelgrass,DK_VEG
F067,210520_Nettle_M2P_01,Nettle,7:06:39,48.934612,-125.247056,6.9,0,0,0,13.6,17.8,2.7,H,3,H,30,1,Small,H,2,Light sand bottom,LT_SAND
F068,210520_Nettle_M2P_01,Nettle,7:06:47,48.934465,-125.246828,6.9,0,0,0,13.6,17.8,2.7,H,3,H,300,2,Medium,H,2,Dark eelgrass,DK_VEG
F069,210520_Nettle_M2P_01,Nettle,7:06:50,48.934416,-125.246752,6.9,0,0,0,13.6,17.8,2.7,H,3,H,500,2,Medium,H,2,Light sand,LT_SAND
F070,210520_Nettle_M2P_01,Nettle,7:06:57,48.934298,-125.24657,6.9,0,2,0,13.6,17.8,2.7,M,2,L/M,10,1,Small,H,2,Dark eelgrass,DK_VEG
F071,210520_Nettle_M2P_01,Nettle,7:07:03,48.934192,-125.246403,6.9,0,2,0,13.6,17.8,2.7,H,3,H,200,1,Small,L,1,Mixed dark eelgrass and medium sand bottom,MIX_MIX
F072,210520_Nettle_M2P_01,Nettle,7:07:06,48.934146,-125.246334,6.9,0,2,0,13.6,17.8,2.7,H,3,H,500,2,Medium,L,1,Mixed dark eelgrass and medium sand bottom,MIX_MIX
F073,210520_Nettle_M2P_01,Nettle,7:07:13,48.934017,-125.246136,6.9,0,2,0,13.6,17.8,2.7,H,3,H,200,1,Small,H,2,Dark eelgrass bottom,DK_VEG
F074,210520_Nettle_M2P_01,Nettle,7:07:21,48.933878,-125.245922,6.9,0,2,0,13.6,17.8,2.7,H,3,H,50,1,Small,H,2,Dark eelgrass,DK_VEG
F075,210520_Nettle_M2P_01,Nettle,7:07:31,48.933696,-125.24564,6.9,0,2,0,13.6,17.8,2.7,H,3,H,100,1,Small,H,2,dark seaweed bottom,DK_VEG
F076,210520_Nettle_M2P_01,Nettle,7:07:46,48.933489,-125.245242,6.9,0,2,0,13.6,17.8,2.7,H,3,H,400,2,Medium,L,1,Medium water column,MD_WAT
F077,210520_Nettle_M2P_01,Nettle,7:07:56,48.933361,-125.244922,6.9,0,2,0,13.6,17.8,2.7,H,3,H,100,1,Small,L,1,Medium water column,MD_WAT
F078,210520_Nettle_M2P_01,Nettle,7:08:09,48.933188,-125.244488,6.9,0,2,0,13.6,17.8,2.7,H,3,H,200,1,Small,L,1,Medium water column,MD_WAT
F079,210520_Nettle_M2P_01,Nettle,7:09:01,48.933482,-125.244935,6.9,0,2,0,13.6,17.8,2.7,H,3,H,200,1,Small,L,1,Medium water column,MD_WAT
F080,210520_Nettle_M2P_01,Nettle,7:09:07,48.93357,-125.24516,6.9,0,2,0,13.6,17.8,2.7,H,3,H,100,1,Small,L,1,Medium water column,MD_WAT
F081,210520_Nettle_M2P_01,Nettle,7:09:16,48.933652,-125.245357,6.9,0,2,0,13.6,17.8,2.7,H,3,H,100,1,Small,L,1,Medium water column,MD_WAT
F082,210520_Nettle_M2P_01,Nettle,7:09:20,48.933721,-125.245466,6.9,0,2,0,13.6,17.8,2.7,H,3,H,100,1,Small,H,2,Medium water column,MD_WAT
F083,210520_Nettle_M2P_01,Nettle,7:02:23,48.933788,-125.24557,6.9,0,2,0,13.6,17.8,2.7,H,3,H,400,2,Medium,H,2,Medium water column,MD_WAT
F084,210520_Nettle_M2P_01,Nettle,7:09:27,48.933845,-125.245657,6.9,0,2,0,13.6,17.8,2.7,H,3,H,500,2,Medium,H,2,Medium water column,MD_WAT
F085,210520_Nettle_M2P_01,Nettle,7:09:31,48.933914,-125.245766,6.9,0,2,0,13.6,17.8,2.7,H,3,H,300,2,Medium,H,2,Medium water column,MD_WAT
F086,210520_Nettle_M2P_01,Nettle,7:09:35,48.933991,-125.245883,6.9,0,2,0,13.6,17.8,2.7,H,3,H,100,1,Small,H,2,Medium water column,MD_WAT
F087,210520_Nettle_M2P_01,Nettle,7:09:40,48.934085,-125.246029,6.9,0,2,0,13.6,17.8,2.7,H,3,H,200,1,Small,H,2,Medium water column,MD_WAT
F088,210520_Nettle_M2P_01,Nettle,7:09:44,48.934151,-125.24613,6.9,0,2,0,13.6,17.8,2.7,H,3,H,30,1,Small,H,2,Medium water column,MD_WAT
F089,210520_Nettle_M2P_01,Nettle,7:09:48,48.934222,-125.24624,6.9,0,2,0,13.6,17.8,2.7,H,3,H,500,2,Medium,H,2,Medium water column,MD_WAT
F091,210520_Nettle_M2P_01,Nettle,7:10:06,48.934546,-125.246743,6.9,0,0,0,13.6,17.8,2.7,H,3,H,200,1,Small,L,1,Medium rocky bottom,MD_SAND
F092,210520_Nettle_M2P_01,Nettle,7:10:16,48.93471,-125.24699,6.9,0,0,0,13.6,17.8,2.7,H,3,H,50,1,Small,H,2,Light sand bottom,LT_SAND
F093,210520_Nettle_M2P_01,Nettle,7:10:24,48.934857,-125.247224,6.9,0,0,0,13.6,17.8,2.7,H,3,H,300,2,Medium,H,2,Light sand bottom,LT_SAND
F095,210520_Nettle_M2P_01,Nettle,7:10:39,48.935112,-125.24762,6.9,0,0,0,13.6,17.8,2.7,H,3,H,300,2,Medium,H,2,Dark eelgrass,DK_VEG
F096,210520_Nettle_M2P_01,Nettle,7:10:41,48.935159,-125.247691,6.9,0,0,0,13.6,17.8,2.7,H,3,H,50,1,Small,H,2,Dark eelgrass,DK_VEG
F098,210520_Nettle_M2P_01,Nettle,7:11:30,48.936138,-125.248536,6.9,0,2,0,13.6,17.8,2.7,H,3,H,400,2,Medium,L,1,Medium water column,MD_WAT
F099,210520_Nettle_M2P_02,Nettle,7:14:27,48.935688,-125.247973,6.9,0,0,0,15,76.4,2.7,H,3,H,200,1,Small,H,2,Medium water column,MD_WAT
F100,210520_Nettle_M2P_02,Nettle,7:14:49,48.935229,-125.247592,6.9,0,2,0,15,76.4,2.7,L,1,L/M,200,1,Small,L,1,Medium water column,MD_WAT
F101,210520_Nettle_M2P_02,Nettle,7:15:03,48.935003,-125.24724,6.9,0,2,0,15,76.4,2.7,H,3,H,20,1,Small,H,2,Light sand bottom,LT_SAND
F102,210520_Nettle_M2P_02,Nettle,7:15:07,48.93492,-125.24711,6.9,0,2,0,15,76.4,2.7,H,3,H,10,1,Small,H,2,Light sand bottom,LT_SAND
F103,210520_Nettle_M2P_02,Nettle,7:15:15,48.934781,-125.246895,6.9,0,2,0,15,76.4,2.7,H,3,H,10,1,Small,H,2,Light sand bottom,LT_SAND
F104,210520_Nettle_M2P_02,Nettle,7:15:26,48.934598,-125.24661,6.9,0,0,0,15,76.4,2.7,H,3,H,60,1,Small,L,1,Mixed light sand and dark rocks,MIX_MIX
F105,210520_Nettle_M2P_02,Nettle,7:15:30,48.934529,-125.246503,6.9,0,0,0,15,76.4,2.7,H,3,H,30,1,Small,L,1,Mixed light sand and dark rocks,MIX_MIX
F106,210520_Nettle_M2P_02,Nettle,7:15:36,48.934316,-125.246326,6.9,0,0,0,15,76.4,2.7,H,3,H,1000,3,Large,L,1,Medium rocky bottom,MD_SAND
F107,210520_Nettle_M2P_02,Nettle,7:15:42,48.934313,-125.246167,6.9,0,0,0,15,76.4,2.7,H,3,H,500,2,Medium,H,2,Medium water column,MD_WAT
F108,210520_Nettle_M2P_02,Nettle,7:15:47,48.934226,-125.24603,6.9,0,0,0,15,76.4,2.7,H,3,H,500,2,Medium,H,2,Medium water column,MD_WAT
F109,210520_Nettle_M2P_02,Nettle,7:15:52,48.934135,-125.24589,6.9,0,0,0,15,76.4,2.7,H,3,H,1000,3,Large,H,2,Medium water column,MD_WAT
F110,210520_Nettle_M2P_02,Nettle,7:16:06,48.933891,-125.24551,6.9,0,0,0,15,76.4,2.7,H,3,H,40,1,Small,H,2,medium water column,MD_WAT
F111,210520_Nettle_M2P_02,Nettle,7:16:26,48.933608,-125.244959,6.9,0,0,0,15,76.4,2.7,H,3,H,100,1,Small,H,2,Medium water column,MD_WAT
F112,210520_Nettle_M2P_02,Nettle,7:18:03,48.93426,-125.245874,6.9,0,2,0,15,76.4,2.7,H,3,H,50,1,Small,H,2,Medium water column,MD_WAT
F113,210520_Nettle_M2P_02,Nettle,7:18:08,48.934347,-125.246008,6.9,0,2,0,15,76.4,2.7,H,3,H,500,2,Medium,H,2,Medium water column,MD_WAT
F114,210520_Nettle_M2P_02,Nettle,7:18:12,48.934409,-125.246103,6.9,0,2,0,15,76.4,2.7,H,3,H,400,2,Medium,H,2,Medium water column,MD_WAT
F115,210520_Nettle_M2P_02,Nettle,7:18:48,48.935039,-125.247087,6.9,0,0,0,15,76.4,2.7,H,3,H,50,1,Small,H,2,Light sand ,LT_SAND
F116,210520_Nettle_M2P_02,Nettle,7:18:51,48.9351,-125.247179,6.9,0,0,0,15,76.4,2.7,H,3,H,20,1,Small,H,2,Light sand ,LT_SAND
F117,210520_Nettle_M2P_02,Nettle,7:19:01,48.935268,-125.247443,6.9,0,0,0,15,76.4,2.7,H,3,H,300,2,Medium,H,2,medium water column,MD_WAT
F118,210520_Nettle_M2P_03,Nettle,7:27:33,48.934589,-125.246058,6.9,0,2,2,16.9,78.5,2.7,H,3,H,10,1,Small,L,1,Medium water column,MD_WAT
F119,210520_Nettle_M2P_04,Nettle,7:38:02,48.936073,-125.248672,6.9,0,2,2.5,18.9,80.7,2.6,M,2,L/M,50,1,Small,H,2,Medium water column,MD_WAT
F120,210520_Nettle_M2P_04,Nettle,7:39:16,48.934638,-125.247094,6.9,0,2,2.5,18.9,80.7,2.6,H,3,H,20,1,Small,H,2,Light sand bottom,LT_SAND
F121,210520_Nettle_M2P_04,Nettle,7:39:41,48.934207,-125.24643,6.9,0,2,2.5,18.9,80.7,2.6,M,2,L/M,100,1,Small,L,1,Medium water column,MD_WAT
F122,210520_Nettle_M2P_04,Nettle,7:39:45,48.934132,-125.246315,6.9,0,2,2.5,18.9,80.7,2.6,H,3,H,30,1,Small,L,1,Dark seaweed bottom,DK_VEG
F123,210520_Nettle_M2P_04,Nettle,7:39:48,48.934081,-125.246236,6.9,0,2,2.5,18.9,80.7,2.6,H,3,H,300,2,Medium,L,1,Mixed light sand and dark seaweed,MIX_MIX
F124,210520_Nettle_M2P_04,Nettle,7:39:52,48.934,-125.246124,6.9,0,2,2.5,18.9,80.7,2.6,H,3,H,200,1,Small,H,2,mixed medium sand and dark rocks,MIX_MIX
F125,210520_Nettle_M2P_04,Nettle,7:40:09,48.933705,-125.24562,6.9,0,2,2.5,18.9,80.7,2.6,H,3,H,50,1,Small,L,1,Medium water column,MD_WAT
F126,210520_Nettle_M2P_04,Nettle,7:40:53,48.933122,-125.244323,6.9,0,2,2.5,18.9,80.7,2.6,H,3,H,100,1,Small,H,2,dark seaweed bottom,DK_VEG
F127,210520_Nettle_M2P_04,Nettle,7:43:00,48.93482,-125.247166,6.9,0,2,2.5,18.9,80.7,2.6,H,3,H,15,1,Small,H,2,Light sand,LT_SAND
F128,210520_Nettle_M2P_04,Nettle,7:44:24,48.93647,-125.248855,6.9,0,2,2.5,18.9,80.7,2.6,H,3,H,40,1,Small,L,1,Light water column,LT_WAT
F129,210521_ClarkeCamp_M2P_01,Clarke,7:22:14,48.893648,-125.373681,4.9,1,0,3.6,17,78.3,2.5,H,3,H,15,1,Small,L,1,dark water column,DK_WAT
F132,210521_ClarkeCamp_M2P_01,Clarke,7:30:16,48.892951,-125.376624,4.9,1,0,3.6,17,78.3,2.5,H,3,H,4,1,Small,H,2,Light sand bottom ,LT_SAND
F133,210521_ClarkeCamp_M2P_01,Clarke,7:30:51,48.893031,-125.3767,4.9,1,3,3.6,17,78.3,2.5,H,3,H,30,1,Small,H,2,Light sand bottom,LT_SAND
F134,210521_ClarkeCamp_M2P_01,Clarke,7:32:55,48.893311,-125.376326,4.9,1,0,3.6,17,78.3,2.5,H,3,H,50,1,Small,L,1,Medium sand bottom,MD_SAND
F135,210521_ClarkeCamp_M2P_01,Clarke,7:33:05,48.893187,-125.376636,4.9,1,0,3.6,17,78.3,2.5,H,3,H,20,1,Small,L,1,Medium sand bottom,MD_SAND
F137,210521_Trickett_M2P_01,Trickett,7:58:00,48.90597,-125.367845,4.8,1,3,6.3,21.8,83.7,2.6,H,3,H,30,1,Small,H,2,light sand bottom,LT_SAND
F138,210521_Trickett_M2P_01,Trickett,7:59:32,48.90608,-125.367831,4.8,1,3,6.3,21.8,83.7,2.6,H,3,H,30,1,Small,L,1,Medium sand bottom,MD_SAND
F139,210521_Trickett_M2P_01,Trickett,8:01:35,48.906275,-125.367392,4.8,1,3,6.3,21.8,83.7,2.6,H,3,H,30,1,Small,L,1,Medium sand bottom,MD_SAND
F140,210521_Trickett_M2P_01,Trickett,8:01:37,48.906254,-125.36749,4.8,1,3,6.3,21.8,83.7,2.6,H,3,H,30,1,Small,L,1,Medium sand bottom,MD_SAND
F141,210521_Trickett_M2P_03,Trickett,8:32:35,48.906332,-125.369126,4.8,1,0,3.1,27.7,90.3,2.7,H,3,H,20,1,Small,H,2,Light sand bottom,LT_SAND
F142,210521_Trickett_M2P_03,Trickett,8:32:39,48.906301,-125.369288,4.8,1,0,3.1,27.7,90.3,2.7,H,3,H,15,1,Small,H,2,Light sand bottom,LT_SAND
F143,210521_Trickett_M2P_03,Trickett,8:33:07,48.906393,-125.36938,4.8,1,0,3.1,27.7,90.3,2.7,H,3,H,10,1,Small,L,1,Medium mixed bottom,MD_MIX
F144,210521_Trickett_M2P_04,Trickett,8:47:44,48.907094,-125.366911,4.8,1,2,4.4,29,91.8,2.7,H,3,H,100,1,Small,H,2,Light sand,LT_SAND
F145,210521_Trickett_M2P_04,Trickett,8:48:39,48.907215,-125.366781,4.8,1,2,4.4,29,91.8,2.7,H,3,H,60,1,Small,H,2,Light sand,LT_SAND
F146,210521_Trickett_M2P_04,Trickett,8:48:46,48.907162,-125.367016,4.8,1,2,4.4,29,91.8,2.7,H,3,H,100,1,Small,H,2,Light sand,LT_SAND
F147,210521_Nettle_M2P_01,Nettle,9:22:56,48.936258,-125.248846,4,1,0,4.4,36.1,100.5,2.6,H,3,H,15,1,Small,L,1,Medium bottom,MD_MIX
F149,210521_Nettle_M2P_01,Nettle,9:24:07,48.934825,-125.247386,4,1,0,4.4,36.1,100.5,2.6,H,3,H,300,2,Medium,H,2,light sand bottom,LT_SAND
F151,210521_Nettle_M2P_01,Nettle,9:28:00,48.934773,-125.247094,4,1,1,4.4,36.1,100.5,2.6,H,3,H,50,1,Small,L,1,Light sand bottom,LT_SAND
F152,210521_Nettle_M2P_02,Nettle,9:33:14,48.934397,-125.246295,4,1,1,4.4,37.4,102.2,2.5,H,3,H,100,1,Small,H,2,dark bottom,DK_VEG
F153,210521_FishFinding_M2P_01,Nettle,10:16:33,48.928331,-125.250253,5.6,1,0,0,44.3,112.4,2.5,H,3,H,15,1,Small,H,2,Dark water column,DK_WAT
F155,210521_FishFinding_M2P_01,Nettle,10:17:07,48.928224,-125.249991,5.6,1,0,0,44.3,112.4,2.5,H,3,H,1000,3,Large,H,2,Dark water column,DK_WAT
F156,210531_Secchi_M2P_01,Cabin,6:47:50,48.928303,-125.250177,5,1,0,0,12,69.6,2.4,H,3,H,5,1,Small,H,2,Dark water column,DK_WAT
F157,210531_Quadrat_M2P_09,Cabin,8:25:53,48.928311,-125.250169,4.8,1,0,0,27.2,87,1.8,H,3,H,30,1,Small,L,1,Dark water column,DK_WAT
F158,210531_Quadrat_M2P_10,Cabin,8:35:16,48.928311,-125.250169,4.8,1,0,0,28.8,88.8,1.2,H,3,H,300,2,Medium,H,2,Dark water column,DK_WAT
F159,210531_Quadrat_M2P_11,Cabin,8:42:56,48.928311,-125.250149,5,1,0,0,30.6,90.9,1.2,H,3,H,1000,3,Large,H,2,dark water column,DK_WAT
F161,210531_Quadrat_M2P_18,Cabin,10:05:02,48.928299,-125.250141,4.8,1,0,0,43.5,107.4,0.7,H,3,H,50,1,Small,H,2,Dark water column,DK_WAT
F162,210531_Quadrat_M2P_20,Cabin,10:27:24,48.928374,-125.250237,4.8,1,1,0,47.2,113.6,0.5,H,3,H,500,2,Medium,H,2,Dark water column,DK_WAT
F164,210531_Quadrat_M2P_21,Cabin,10:37:16,48.928304,-125.250101,4.8,1,1,2.8,48.1,115.2,0.5,H,3,H,500,2,Medium,H,2,Dark water column,DK_WAT
F169,210601_Secchi_M2P_05,Cabin,10:14:33,48.928298,-125.250168,5,0,0,0,45.2,109.2,1.3,H,3,H,50,1,Small,L,1,Medium water column,MD_WAT
